Start training VAE...
	Epoch 1 complete! 	Average Loss:  135.67269539401607
	Epoch 2 complete! 	Average Loss:  99.70840580655259
Finish!!
         10377872 function calls (10233797 primitive calls) in 39.671 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      104    0.000    0.000    0.000    0.000 inspect.py:237(istraceback)
      104    0.000    0.000    0.000    0.000 inspect.py:247(isframe)
        6    0.000    0.000    0.000    0.000 inspect.py:2496(__init__)
        7    0.000    0.000    0.000    0.000 inspect.py:2546(name)
        1    0.000    0.000    0.000    0.000 inspect.py:2550(default)
        7    0.000    0.000    0.000    0.000 inspect.py:2558(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2580(__str__)
       78    0.000    0.000    0.000    0.000 inspect.py:261(iscode)
        6    0.000    0.000    0.000    0.000 inspect.py:2779(__init__)
       10    0.000    0.000    0.000    0.000 inspect.py:2828(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:2857(from_callable)
        2    0.000    0.000    0.000    0.000 inspect.py:286(isbuiltin)
        4    0.000    0.000    0.000    0.000 inspect.py:2863(parameters)
        4    0.000    0.000    0.000    0.000 inspect.py:2867(return_annotation)
        2    0.000    0.000    0.000    0.000 inspect.py:2871(replace)
        2    0.000    0.000    0.000    0.000 inspect.py:3063(__str__)
        4    0.000    0.000    0.000    0.000 inspect.py:3109(signature)
        1    0.000    0.000    0.000    0.000 inspect.py:326(getmembers)
       60    0.000    0.000    0.000    0.000 inspect.py:367(<lambda>)
       25    0.000    0.000    0.000    0.000 inspect.py:488(getmro)
       32    0.000    0.000    0.000    0.000 inspect.py:494(unwrap)
       26    0.000    0.000    0.000    0.000 inspect.py:511(_is_wrapper)
        6    0.000    0.000    0.000    0.000 inspect.py:514(_is_wrapper)
       28    0.001    0.000    0.001    0.000 inspect.py:626(cleandoc)
      130    0.000    0.000    0.000    0.000 inspect.py:64(ismodule)
       52    0.000    0.000    0.000    0.000 inspect.py:655(getfile)
       52    0.000    0.000    0.005    0.000 inspect.py:693(getsourcefile)
      156    0.000    0.000    0.000    0.000 inspect.py:700(<genexpr>)
      156    0.000    0.000    0.000    0.000 inspect.py:703(<genexpr>)
       26    0.000    0.000    0.000    0.000 inspect.py:727(getmodule)
      135    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
       26    0.000    0.000    0.008    0.000 inspect.py:809(findsource)
      136    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
        2    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
       26    0.000    0.000    0.000    0.000 inspect.py:926(__init__)
     1234    0.001    0.000    0.001    0.000 inspect.py:936(tokeneater)
       26    0.001    0.000    0.022    0.001 inspect.py:986(getblock)
       26    0.000    0.000    0.030    0.001 inspect.py:997(getsourcelines)
        1    0.000    0.000    0.000    0.000 instancenorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 instancenorm.py:143(LazyInstanceNorm1d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:182(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:256(LazyInstanceNorm2d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:287(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:361(LazyInstanceNorm3d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:62(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:7(_InstanceNorm)
        1    0.000    0.000    0.002    0.002 interpreter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpreter.py:334(Transformer)
        1    0.000    0.000    0.001    0.001 interpreter.py:9(Interpreter)
        1    0.000    0.000    0.001    0.001 is_from_package.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iter.py:13(NotAvailable)
        1    0.000    0.000    0.000    0.000 iter.py:132(QueueWrapper)
        1    0.000    0.000    0.000    0.000 iter.py:17(InvalidStateResetRequired)
        1    0.000    0.000    0.000    0.000 iter.py:25(NonBlocking)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.001    0.001 join.py:1(<module>)
        1    0.000    0.000    0.000    0.000 join.py:10(JoinHook)
        1    0.000    0.000    0.000    0.000 join.py:111(Join)
        1    0.000    0.000    0.000    0.000 join.py:42(Joinable)
        1    0.000    0.000    0.000    0.000 join.py:87(_JoinConfig)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:18(KeypointRCNN)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:225(KeypointRCNNHeads)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:240(KeypointRCNNPredictor)
        1    0.000    0.000    0.018    0.018 kinetics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kinetics.py:23(Kinetics)
        1    0.000    0.000    0.000    0.000 kinetics.py:251(Kinetics400)
        1    0.000    0.000    0.000    0.000 kitti.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kitti.py:11(Kitti)
        1    0.000    0.000    0.007    0.007 kl.py:1(<module>)
       86    0.000    0.000    0.000    0.000 kl.py:40(register_kl)
       86    0.000    0.000    0.000    0.000 kl.py:71(decorator)
        1    0.000    0.000    0.000    0.000 kl.py:79(_Match)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:18(Kumaraswamy)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.000    0.000 lambda_scheduler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lambda_scheduler.py:5(LambdaSL)
        1    0.000    0.000    0.000    0.000 laplace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laplace.py:8(Laplace)
        1    0.000    0.000    0.002    0.002 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:52(LazyModuleMixin)
        1    0.000    0.000    0.000    0.000 lazy.py:9(_LazyProtocol)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:183(LBFGS)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1618(Legendre)
        1    0.000    0.000    0.000    0.000 lfw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lfw.py:177(LFWPairs)
        1    0.000    0.000    0.000    0.000 lfw.py:8(_LFW)
        1    0.000    0.000    0.000    0.000 lfw.py:94(LFWPeople)
        1    0.000    0.000    0.010    0.010 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        7    0.000    0.000    0.087    0.012 linear.py:1(<module>)
     6007    0.020    0.000    1.626    0.000 linear.py:102(forward)
        1    0.000    0.000    0.000    0.000 linear.py:11(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:111(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:116(NonDynamicallyQuantizableLinear)
        1    0.000    0.000    0.000    0.000 linear.py:12(Identity)
        1    0.000    0.000    0.000    0.000 linear.py:123(Bilinear)
        1    0.000    0.000    0.000    0.000 linear.py:197(LazyLinear)
        1    0.000    0.000    0.000    0.000 linear.py:39(Linear)
        2    0.000    0.000    0.000    0.000 linear.py:6(Linear)
        5    0.000    0.000    0.006    0.001 linear.py:79(__init__)
        1    0.000    0.000    0.000    0.000 linear.py:8(LinearPackedParams)
        1    0.000    0.000    0.000    0.000 linear.py:80(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:9(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:9(LinearPackedParams)
        5    0.000    0.000    0.006    0.001 linear.py:92(reset_parameters)
        3    0.000    0.000    0.011    0.004 linear_relu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linear_relu.py:5(LinearReLU)
        1    0.000    0.000    0.000    0.000 linear_relu.py:6(LinearReLU)
      120    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      120    0.000    0.000    0.005    0.000 linecache.py:26(getline)
      146    0.000    0.000    0.009    0.000 linecache.py:36(getlines)
       68    0.000    0.000    0.004    0.000 linecache.py:52(checkcache)
       31    0.000    0.000    0.008    0.000 linecache.py:80(updatecache)
        1    0.000    0.000    0.000    0.000 linereader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linereader.py:6(LineReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 lkj_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lkj_cholesky.py:18(LKJCholesky)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:7(LogNormal)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:7(LogisticNormal)
        1    0.000    0.000    0.002    0.002 loss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:1016(CrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1155(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:12(_Loss)
        1    0.000    0.000    0.000    0.000 loss.py:1202(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1255(MarginRankingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1312(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1390(TripletMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1474(TripletMarginWithDistanceLoss)
        1    0.000    0.000    0.000    0.000 loss.py:15(__init__)
        1    0.000    0.000    0.000    0.000 loss.py:1589(CTCLoss)
        1    0.000    0.000    0.000    0.000 loss.py:214(NLLLoss2d)
        1    0.000    0.000    0.000    0.000 loss.py:223(PoissonNLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:23(_WeightedLoss)
        1    0.000    0.000    0.000    0.000 loss.py:24(__init__)
        1    0.000    0.000    0.000    0.000 loss.py:296(GaussianNLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:30(L1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:375(KLDivLoss)
        1    0.000    0.000    0.000    0.000 loss.py:458(MSELoss)
        1    0.000    0.000    0.000    0.000 loss.py:523(BCELoss)
        1    0.000    0.000    0.000    0.000 loss.py:599(__init__)
        1    0.000    0.000    0.000    0.000 loss.py:606(BCEWithLogitsLoss)
        1    0.000    0.000    0.000    0.000 loss.py:710(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:770(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:834(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:915(HuberLoss)
        1    0.000    0.000    0.000    0.000 loss.py:975(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:99(NLLLoss)
        1    0.000    0.000    0.001    0.001 lowrank_multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowrank_multivariate_normal.py:46(LowRankMultivariateNormal)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1201(CosineAnnealingWarmRestarts)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1324(OneCycleLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:169(LambdaLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:22(_LRScheduler)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:254(MultiplicativeLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:334(StepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:382(MultiStepLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:430(ConstantLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:487(LinearLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:554(ExponentialLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:585(SequentialLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:667(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:735(ChainedScheduler)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:804(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:975(CyclicLR)
        1    0.000    0.000    0.000    0.000 lraspp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lraspp.py:11(LRASPP)
        1    0.000    0.000    0.000    0.000 lraspp.py:50(LRASPPHead)
        1    0.000    0.000    0.033    0.033 lsun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsun.py:13(LSUNClass)
        1    0.000    0.000    0.000    0.000 lsun.py:57(LSUN)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 markers.py:212(Undefined)
        1    0.000    0.000    0.000    0.000 markers.py:295(Marker)
        1    0.000    0.000    0.000    0.000 markers.py:34(InvalidMarker)
        1    0.000    0.000    0.002    0.002 markers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:40(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:46(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 markers.py:53(Node)
        1    0.000    0.000    0.000    0.000 markers.py:71(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:77(Value)
        1    0.000    0.000    0.000    0.000 markers.py:83(Op)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:18(MaskRCNN)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:223(MaskRCNNHeads)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:248(MaskRCNNPredictor)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory_format.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.005    0.005 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 messages.py:1(<module>)
        1    0.000    0.000    0.000    0.000 messages.py:1(DataLoaderQueueMessage)
        1    0.000    0.000    0.000    0.000 messages.py:13(ResetIteratorRequest)
        1    0.000    0.000    0.000    0.000 messages.py:17(ResetIteratorResponse)
        1    0.000    0.000    0.000    0.000 messages.py:21(TerminateRequest)
        1    0.000    0.000    0.000    0.000 messages.py:25(TerminateResponse)
        1    0.000    0.000    0.000    0.000 messages.py:29(LenRequest)
        1    0.000    0.000    0.000    0.000 messages.py:33(LenResponse)
        1    0.000    0.000    0.000    0.000 messages.py:40(GetItemRequest)
        1    0.000    0.000    0.000    0.000 messages.py:47(GetItemResponse)
        1    0.000    0.000    0.000    0.000 messages.py:5(Request)
        1    0.000    0.000    0.000    0.000 messages.py:55(GetNextRequest)
        1    0.000    0.000    0.000    0.000 messages.py:59(GetNextResponse)
        1    0.000    0.000    0.000    0.000 messages.py:66(StopIterationResponse)
        1    0.000    0.000    0.000    0.000 messages.py:70(InvalidStateResponse)
        1    0.000    0.000    0.000    0.000 messages.py:9(Response)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:102(ConvNormActivation)
        1    0.000    0.000    0.000    0.000 misc.py:128(SqueezeExcitation)
        1    0.000    0.000    0.000    0.000 misc.py:17(Conv2d)
        1    0.000    0.000    0.000    0.000 misc.py:25(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 misc.py:33(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 misc.py:45(FrozenBatchNorm2d)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:8(MixtureSameFamily)
        1    0.000    0.000    0.000    0.000 mnasnet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mnasnet.py:25(_InvertedResidual)
        1    0.000    0.000    0.000    0.000 mnasnet.py:93(MNASNet)
        1    0.000    0.000    0.000    0.000 mnist.py:1(<module>)
        2    0.000    0.000    0.072    0.036 mnist.py:110(_load_data)
   120100    1.916    0.000   19.639    0.000 mnist.py:119(__getitem__)
        5    0.000    0.000    0.000    0.000 mnist.py:141(__len__)
       20    0.000    0.000    0.000    0.000 mnist.py:144(raw_folder)
        2    0.000    0.000    0.000    0.000 mnist.py:148(processed_folder)
        4    0.000    0.000    0.002    0.000 mnist.py:156(_check_exists)
       20    0.000    0.000    0.002    0.000 mnist.py:157(<genexpr>)
        1    0.000    0.000    0.000    0.000 mnist.py:16(MNIST)
        2    0.000    0.000    0.001    0.000 mnist.py:162(download)
        1    0.000    0.000    0.000    0.000 mnist.py:196(FashionMNIST)
        1    0.000    0.000    0.000    0.000 mnist.py:226(KMNIST)
        1    0.000    0.000    0.000    0.000 mnist.py:255(EMNIST)
        1    0.000    0.000    0.000    0.000 mnist.py:338(QMNIST)
       12    0.000    0.000    0.001    0.000 mnist.py:467(get_int)
        4    0.000    0.000    0.063    0.016 mnist.py:481(read_sn3_pascalvincent_tensor)
        4    0.000    0.000    0.000    0.000 mnist.py:495(<listcomp>)
        2    0.000    0.000    0.002    0.001 mnist.py:501(read_label_file)
        2    0.008    0.004    0.069    0.035 mnist.py:508(read_image_file)
        2    0.000    0.000    0.074    0.037 mnist.py:70(__init__)
        2    0.000    0.000    0.000    0.000 mnist.py:95(_check_legacy_exist)
        2    0.000    0.000    0.064    0.032 mobilenet.py:1(<module>)
        2    0.000    0.000    0.060    0.030 mobilenetv2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mobilenetv2.py:22(QuantizableInvertedResidual)
        1    0.000    0.000    0.000    0.000 mobilenetv2.py:22(_DeprecatedConvBNAct)
        1    0.000    0.000    0.000    0.000 mobilenetv2.py:38(InvertedResidual)
        1    0.000    0.000    0.000    0.000 mobilenetv2.py:39(QuantizableMobileNetV2)
        1    0.000    0.000    0.000    0.000 mobilenetv2.py:81(MobileNetV2)
        2    0.000    0.000    0.000    0.000 mobilenetv3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:20(QuantizableSqueezeExcitation)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:22(SqueezeExcitation)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:35(InvertedResidualConfig)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:53(InvertedResidual)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:69(QuantizableInvertedResidual)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:86(QuantizableMobileNetV3)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:95(MobileNetV3)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 model_zoo.py:2(<module>)
        1    0.000    0.000    0.003    0.003 module.py:1(<module>)
9611/1202    0.037    0.000    2.356    0.002 module.py:1096(_call_impl)
    20454    0.022    0.000    0.022    0.000 module.py:1164(__getattr__)
      144    0.000    0.000    0.001    0.000 module.py:1180(__setattr__)
       17    0.000    0.000    0.000    0.000 module.py:1181(remove_from)
       11    0.000    0.000    0.000    0.000 module.py:1486(_named_members)
       11    0.000    0.000    0.000    0.000 module.py:1499(parameters)
       11    0.000    0.000    0.000    0.000 module.py:1523(named_parameters)
        8    0.000    0.000    0.000    0.000 module.py:1544(<lambda>)
       45    0.000    0.000    0.000    0.000 module.py:1597(children)
       45    0.000    0.000    0.000    0.000 module.py:1606(named_children)
     28/9    0.000    0.000    0.000    0.000 module.py:1653(named_modules)
     16/2    0.000    0.000    0.000    0.000 module.py:1698(train)
        1    0.000    0.000    0.000    0.000 module.py:1720(eval)
        1    0.000    0.000    0.000    0.000 module.py:20(_IncompatibleKeys)
        1    0.000    0.000    0.001    0.001 module.py:204(Module)
        9    0.000    0.000    0.000    0.000 module.py:250(__init__)
        1    0.000    0.000    0.000    0.000 module.py:270(register_buffer)
       10    0.000    0.000    0.000    0.000 module.py:324(register_parameter)
      8/1    0.000    0.000    0.000    0.000 module.py:568(_apply)
       10    0.000    0.000    0.000    0.000 module.py:572(compute_should_use_set_data)
        1    0.000    0.000    0.000    0.000 module.py:795(to)
       10    0.000    0.000    0.000    0.000 module.py:893(convert)
        1    0.000    0.000    0.011    0.011 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:9(Multinomial)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:78(MultivariateNormal)
        2    0.000    0.000    0.001    0.001 nadam.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nadam.py:6(NAdam)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:8(NegativeBinomial)
        1    0.000    0.000    0.006    0.006 node.py:2(<module>)
        1    0.000    0.000    0.001    0.001 node.py:91(Node)
        1    0.000    0.000    0.000    0.000 normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:11(Normal)
        2    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalization.py:111(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 normalization.py:13(LocalResponseNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:146(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 normalization.py:197(GroupNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:4(LayerNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:40(GroupNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:62(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 normalization.py:76(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 normalization.py:86(LayerNorm)
        1    0.000    0.000    0.006    0.006 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
     7302    0.014    0.000    0.018    0.000 ntpath.py:124(splitdrive)
      933    0.006    0.000    0.010    0.000 ntpath.py:180(split)
      743    0.001    0.000    0.005    0.000 ntpath.py:203(splitext)
      379    0.000    0.000    0.004    0.000 ntpath.py:214(basename)
      552    0.001    0.000    0.006    0.000 ntpath.py:221(dirname)
        2    0.000    0.000    0.000    0.000 ntpath.py:289(expanduser)
     1219    0.001    0.000    0.001    0.000 ntpath.py:34(_get_bothseps)
       92    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       37    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        2    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
        1    0.000    0.000    0.000    0.000 ntpath.py:537(_readlink_deep)
        1    0.000    0.000    0.000    0.000 ntpath.py:579(_getfinalpathname_nonstrict)
      286    0.001    0.000    0.002    0.000 ntpath.py:61(isabs)
       17    0.000    0.000    0.004    0.000 ntpath.py:625(realpath)
     3008    0.008    0.000    0.023    0.000 ntpath.py:77(join)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.018    0.018 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2514(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.005    0.005 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:426(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:442(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:515(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nvtx.py:6(_NVTXStub)
        1    0.000    0.000    0.004    0.004 observer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:112(_ObserverBase)
        1    0.000    0.000    0.000    0.000 observer.py:1170(PlaceholderObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1206(RecordingObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1234(NoopObserver)
        1    0.000    0.000    0.000    0.000 observer.py:13(_PartialWrapper)
